,Ord_ID,Prod_ID,Ship_ID,Cust_ID,Sales,Discount,Order_Quantity,Product_Base_Margin
91,Ord_65,Prod_13,SHP_88,Cust_49,8027,0.09,46,0.56
92,Ord_65,Prod_5,SHP_88,Cust_49,85488,0.09,25,0.55
93,Ord_66,Prod_13,SHP_90,Cust_50,30854,0.0,15,0.44
94,Ord_67,Prod_6,SHP_91,Cust_51,40057,0.05,20,0.38
95,Ord_68,Prod_4,SHP_92,Cust_52,1170025,0.04,14,0.57
96,Ord_69,Prod_1,SHP_93,Cust_53,518886,0.01,48,0.78
97,Ord_70,Prod_3,SHP_94,Cust_54,33981,0.05,8,0.39
98,Ord_71,Prod_5,SHP_95,Cust_49,15199,0.09,15,0.61
99,Ord_72,Prod_12,SHP_96,Cust_55,10224,0.09,30,0.38
100,Ord_73,Prod_11,SHP_97,Cust_56,96569,0.0,6,0.65
101,Ord_74,Prod_3,SHP_98,Cust_57,39784,0.0,25,0.36
102,Ord_75,Prod_1,SHP_100,Cust_50,7307,0.08,4,0.06
103,Ord_75,Prod_11,SHP_100,Cust_50,46791,0.05,26,0.74
104,Ord_76,Prod_4,SHP_101,Cust_58,80095925,0.02,46,0.59
105,Ord_76,Prod_5,SHP_101,Cust_58,468966,0.01,23,0.59
106,Ord_77,Prod_17,SHP_103,Cust_56,301941,0.04,25,0.36
107,Ord_78,Prod_3,SHP_104,Cust_59,3686,0.07,5,0.39
108,Ord_79,Prod_17,SHP_105,Cust_42,2207947,0.06,12,0.38
109,Ord_80,Prod_15,SHP_106,Cust_60,540731,0.04,24,0.59
110,Ord_81,Prod_5,SHP_107,Cust_61,743,0.08,34,0.43
111,Ord_82,Prod_1,SHP_108,Cust_62,66902,0.02,28,0.78
112,Ord_82,Prod_14,SHP_108,Cust_62,2150677,0.06,44,0.36
113,Ord_83,Prod_12,SHP_110,Cust_62,114349,0.08,40,0.39
114,Ord_83,Prod_13,SHP_110,Cust_62,7808,0.01,46,0.59
115,Ord_84,Prod_15,SHP_112,Cust_61,529747,0.02,19,0.77
116,Ord_84,Prod_6,SHP_112,Cust_61,953,0.0,20,0.36
117,Ord_85,Prod_1,SHP_114,Cust_63,46068,0.01,40,0.59
118,Ord_85,Prod_4,SHP_114,Cust_63,3187585,0.01,49,0.06
119,Ord_86,Prod_16,SHP_115,Cust_459,59273,0.02,45,0.06
120,Ord_86,Prod_2,SHP_115,Cust_459,102061,0.04,47,0.52
121,Ord_86,Prod_5,SHP_115,Cust_459,24351,0.02,18,0.73
122,Ord_86,Prod_6,SHP_115,Cust_459,7556,0.05,22,0.38
123,Ord_87,Prod_6,SHP_116,Cust_49,26834,0.09,44,0.37
124,Ord_88,Prod_6,SHP_117,Cust_63,209,0.08,6,0.38
125,Ord_89,Prod_3,SHP_120,Cust_65,50132,0.04,30,0.37
126,Ord_89,Prod_6,SHP_120,Cust_65,130299,0.05,37,0.38
127,Ord_90,Prod_3,SHP_122,Cust_66,141405,0.09,42,0.37
128,Ord_91,Prod_10,SHP_123,Cust_67,535061,0.09,34,0.69
129,Ord_92,Prod_8,SHP_124,Cust_52,31087,0.07,15,0.06
130,Ord_93,Prod_10,SHP_126,Cust_55,15841,0.07,27,0.61
131,Ord_93,Prod_2,SHP_126,Cust_55,906273,0.09,48,0.55
132,Ord_94,Prod_13,SHP_128,Cust_68,8215,0.03,35,0.58
133,Ord_94,Prod_17,SHP_128,Cust_68,540337,0.06,39,0.56
134,Ord_94,Prod_5,SHP_128,Cust_68,28358,0.03,42,0.37
135,Ord_95,Prod_6,SHP_129,Cust_47,206616,0.02,50,0.36
136,Ord_96,Prod_15,SHP_131,Cust_69,460536,0.02,18,0.55
137,Ord_96,Prod_5,SHP_131,Cust_69,175351,0.02,42,0.65
138,Ord_97,Prod_5,SHP_132,Cust_70,42634,0.0,31,0.43
139,Ord_98,Prod_10,SHP_135,Cust_71,183744,0.01,36,0.69
140,Ord_98,Prod_5,SHP_135,Cust_71,372229,0.04,36,0.65
141,Ord_98,Prod_6,SHP_135,Cust_71,28052021,0.09,4,0.38
142,Ord_99,Prod_5,SHP_136,Cust_72,21565,0.01,17,0.55
143,Ord_99,Prod_8,SHP_136,Cust_72,31144,0.04,32,0.43
144,Ord_100,Prod_8,SHP_138,Cust_58,12112,0.01,3,0.44
145,Ord_101,Prod_1,SHP_139,Cust_73,3002,0.0,8,0.57
146,Ord_101,Prod_4,SHP_139,Cust_73,13648025,0.07,29,0.83
147,Ord_102,Prod_6,SHP_140,Cust_43,12821,0.05,19,0.37
148,Ord_103,Prod_3,SHP_141,Cust_48,25279,0.09,9,0.35
149,Ord_104,Prod_13,SHP_142,Cust_62,5097,0.09,10,0.56
150,Ord_104,Prod_16,SHP_142,Cust_62,1041999,0.04,1,0.83
151,Ord_105,Prod_11,SHP_144,Cust_74,174964,0.04,8,0.77
152,Ord_105,Prod_15,SHP_144,Cust_74,1055463,0.09,30,0.64
153,Ord_106,Prod_13,SHP_145,Cust_67,1837,0.01,6,0.58
154,Ord_106,Prod_4,SHP_145,Cust_67,6175777,0.07,49,0.55
155,Ord_106,Prod_5,SHP_145,Cust_67,194372,0.03,47,0.73
156,Ord_107,Prod_6,SHP_147,Cust_75,15797,0.01,6,0.39
157,Ord_108,Prod_13,SHP_149,Cust_76,12716,0.09,20,0.52
158,Ord_108,Prod_6,SHP_149,Cust_76,14484,0.09,25,0.36
159,Ord_109,Prod_17,SHP_150,Cust_68,547212,0.06,4,0.59
160,Ord_110,Prod_15,SHP_151,Cust_65,181067,0.09,7,0.77
161,Ord_111,Prod_8,SHP_152,Cust_65,63356,0.09,31,0.78
162,Ord_112,Prod_6,SHP_153,Cust_77,6444,0.04,27,0.39
163,Ord_113,Prod_15,SHP_154,Cust_42,121198,0.01,7,0.59
164,Ord_114,Prod_15,SHP_155,Cust_78,331608,0.08,27,0.78
165,Ord_115,Prod_1,SHP_156,Cust_79,23428,0.09,8,0.58
166,Ord_115,Prod_4,SHP_156,Cust_79,17798915,0.09,41,0.08
167,Ord_115,Prod_6,SHP_156,Cust_79,20708,0.09,48,0.04
168,Ord_116,Prod_3,SHP_158,Cust_80,11412,0.05,30,0.38
169,Ord_116,Prod_4,SHP_158,Cust_80,52474835,0.0,49,0.57
170,Ord_116,Prod_8,SHP_158,Cust_80,43605,0.09,15,0.75
171,Ord_117,Prod_4,SHP_160,Cust_81,173417,0.0,9,0.37
172,Ord_118,Prod_3,SHP_161,Cust_63,2379293,0.0,18,0.35
173,Ord_119,Prod_2,SHP_162,Cust_56,25612,0.03,21,0.58
174,Ord_120,Prod_1,SHP_163,Cust_82,387,0.01,30,0.57
175,Ord_121,Prod_8,SHP_164,Cust_45,114345,0.06,31,0.51
176,Ord_122,Prod_17,SHP_165,Cust_45,4231,0.06,2,0.04
177,Ord_122,Prod_3,SHP_165,Cust_45,15267,0.04,11,0.04
178,Ord_123,Prod_13,SHP_167,Cust_75,8261,0.08,49,0.59
179,Ord_124,Prod_15,SHP_168,Cust_83,78994,0.01,31,0.06
180,Ord_125,Prod_6,SHP_169,Cust_84,43524,0.08,42,0.38
181,Ord_126,Prod_3,SHP_170,Cust_85,4737,0.05,8,0.39
182,Ord_126,Prod_4,SHP_170,Cust_85,5535625,0.08,33,0.83
183,Ord_127,Prod_13,SHP_172,Cust_86,30483,0.02,47,0.59
184,Ord_128,Prod_17,SHP_174,Cust_87,1606685,0.07,31,0.37
185,Ord_129,Prod_13,SHP_175,Cust_88,6189,0.09,17,0.41
186,Ord_130,Prod_1,SHP_176,Cust_1064,4006,0.07,6,0.68
187,Ord_130,Prod_3,SHP_176,Cust_1064,37665,0.0,16,0.38
188,Ord_130,Prod_4,SHP_176,Cust_1064,16650395,0.02,35,0.59
189,Ord_131,Prod_1,SHP_178,Cust_78,81718,0.01,16,0.59
190,Ord_131,Prod_5,SHP_178,Cust_78,104979,0.08,21,0.55
191,Ord_132,Prod_3,SHP_179,Cust_1065,51537,0.04,20,0.39
192,Ord_132,Prod_5,SHP_179,Cust_1065,46583,0.01,49,0.55
193,Ord_133,Prod_4,SHP_180,Cust_90,241706,0.0,13,0.81
194,Ord_134,Prod_11,SHP_181,Cust_138,669328,0.02,23,0.67
195,Ord_134,Prod_2,SHP_181,Cust_138,148281,0.03,24,0.59
196,Ord_134,Prod_4,SHP_181,Cust_138,27591,0.01,44,0.06
197,Ord_135,Prod_9,SHP_182,Cust_45,3083,0.04,2,0.36
198,Ord_136,Prod_3,SHP_183,Cust_76,12166,0.03,13,0.36
199,Ord_137,Prod_12,SHP_184,Cust_81,7847,0.06,27,0.36
200,Ord_137,Prod_6,SHP_184,Cust_81,10842,0.02,16,0.36
201,Ord_138,Prod_10,SHP_185,Cust_92,2613339,0.04,30,0.62
202,Ord_139,Prod_17,SHP_186,Cust_45,267121,0.06,14,0.36
203,Ord_140,Prod_12,SHP_188,Cust_44,16308,0.09,42,0.39
204,Ord_140,Prod_8,SHP_188,Cust_44,53166,0.08,26,0.48
205,Ord_140,Prod_9,SHP_188,Cust_44,31785,0.06,28,0.35
206,Ord_141,Prod_13,SHP_189,Cust_138,10307,0.01,38,0.45
207,Ord_141,Prod_4,SHP_189,Cust_138,8961805,0.0,15,0.56
208,Ord_142,Prod_6,SHP_190,Cust_51,1531,0.01,2,0.38
209,Ord_142,Prod_8,SHP_190,Cust_51,268948,0.04,27,0.49
210,Ord_143,Prod_4,SHP_192,Cust_93,6583913,0.09,43,0.59
211,Ord_143,Prod_6,SHP_192,Cust_93,27063,0.01,13,0.39
212,Ord_144,Prod_17,SHP_193,Cust_71,486572,0.03,24,0.36
213,Ord_145,Prod_11,SHP_195,Cust_85,604818,0.04,17,
214,Ord_145,Prod_5,SHP_195,Cust_85,100331,0.01,23,0.57
215,Ord_146,Prod_17,SHP_196,Cust_60,305127,0.01,41,0.37
216,Ord_147,Prod_15,SHP_198,Cust_42,963359,0.06,47,0.59
217,Ord_148,Prod_5,SHP_199,Cust_94,14378,0.04,6,0.44
218,Ord_149,Prod_3,SHP_200,Cust_1712,3022021,0.09,1,0.37
219,Ord_149,Prod_5,SHP_200,Cust_1712,44092,0.05,22,0.49
220,Ord_150,Prod_17,SHP_201,Cust_48,434351,0.09,3,0.57
221,Ord_151,Prod_8,SHP_203,Cust_96,59332,0.03,29,0.06
222,Ord_151,Prod_9,SHP_203,Cust_96,62607,0.03,26,0.35
223,Ord_152,Prod_3,SHP_204,Cust_60,55723,0.09,24,0.39
224,Ord_153,Prod_6,SHP_205,Cust_80,59373,0.04,15,0.36
225,Ord_153,Prod_8,SHP_205,Cust_80,26188,0.08,7,0.54
226,Ord_154,Prod_7,SHP_207,Cust_97,12077,0.03,49,0.38
227,Ord_155,Prod_15,SHP_209,Cust_98,79574,0.0,22,0.58
228,Ord_155,Prod_8,SHP_209,Cust_98,25175,0.07,31,0.52
229,Ord_156,Prod_6,SHP_210,Cust_62,69741,0.04,36,0.37
230,Ord_157,Prod_10,SHP_1483,Cust_409,46849,0.01,30,0.65
231,Ord_157,Prod_15,SHP_1483,Cust_409,77076,0.08,4,0.58
232,Ord_158,Prod_15,SHP_212,Cust_82,90594,0.04,6,0.57
233,Ord_159,Prod_1,SHP_214,Cust_89,66027,0.09,20,0.06
234,Ord_159,Prod_6,SHP_214,Cust_89,27023,0.08,12,0.39
235,Ord_160,Prod_12,SHP_215,Cust_42,324,0.05,11,0.39
236,Ord_161,Prod_4,SHP_216,Cust_99,46889485,0.0,26,0.56
237,Ord_162,Prod_3,SHP_217,Cust_42,507,0.08,8,0.37
238,Ord_162,Prod_4,SHP_217,Cust_42,6109817,0.04,48,0.06
239,Ord_162,Prod_5,SHP_217,Cust_42,33852,0.21,22,0.39
240,Ord_162,Prod_8,SHP_217,Cust_42,9006,0.09,10,0.79
241,Ord_163,Prod_5,SHP_220,Cust_100,3411,0.02,1,0.05
242,Ord_164,Prod_8,SHP_221,Cust_101,53822,0.01,48,0.64
243,Ord_165,Prod_1,SHP_224,Cust_88,349705,0.0,18,0.71
244,Ord_165,Prod_4,SHP_224,Cust_88,7740525,0.08,44,0.81
245,Ord_165,Prod_8,SHP_224,Cust_88,106423,0.06,11,0.52
246,Ord_166,Prod_5,SHP_225,Cust_102,7405,0.02,3,0.06
247,Ord_167,Prod_17,SHP_226,Cust_73,575385,0.0,37,0.38
248,Ord_168,Prod_1,SHP_228,Cust_61,1823547,0.03,48,0.65
249,Ord_168,Prod_4,SHP_228,Cust_61,2631107,0.0,16,0.57
250,Ord_169,Prod_6,SHP_229,Cust_52,20942,0.01,32,0.35
251,Ord_170,Prod_2,SHP_230,Cust_47,3244,0.01,32,0.59
252,Ord_170,Prod_6,SHP_230,Cust_47,13702,0.01,19,0.37
253,Ord_171,Prod_10,SHP_231,Cust_103,480592,0.07,34,0.77
254,Ord_171,Prod_14,SHP_231,Cust_103,635029,0.02,10,0.05
255,Ord_171,Prod_3,SHP_231,Cust_103,23267,0.02,1,0.38
256,Ord_172,Prod_6,SHP_233,Cust_72,6226,0.09,1,0.36
257,Ord_172,Prod_7,SHP_233,Cust_72,5853,0.07,47,0.81
258,Ord_173,Prod_6,SHP_235,Cust_97,15779,0.09,31,0.36
259,Ord_174,Prod_3,SHP_236,Cust_77,37621,0.03,19,0.37
260,Ord_175,Prod_16,SHP_238,Cust_104,50131,0.05,40,0.06
261,Ord_175,Prod_2,SHP_238,Cust_104,160124,0.08,37,0.46
262,Ord_176,Prod_3,SHP_239,Cust_46,2496,0.05,2,0.38
263,Ord_177,Prod_6,SHP_240,Cust_94,16676,0.01,31,0.36
264,Ord_178,Prod_1,SHP_241,Cust_105,81113,0.08,2,0.57
265,Ord_179,Prod_4,SHP_242,Cust_52,8228425,0.01,15,0.55
266,Ord_180,Prod_4,SHP_5084,Cust_106,33109455,0.05,35,0.57
267,Ord_180,Prod_8,SHP_5084,Cust_106,115489,0.03,27,0.64
268,Ord_181,Prod_8,SHP_244,Cust_90,5502,0.08,10,0.79
269,Ord_182,Prod_13,SHP_245,Cust_103,19258,0.05,10,0.44
270,Ord_183,Prod_3,SHP_246,Cust_47,29167,0.01,40,0.35
271,Ord_184,Prod_17,SHP_247,Cust_57,1259391,0.09,49,0.56
272,Ord_184,Prod_3,SHP_247,Cust_57,28139,0.01,50,0.39
273,Ord_185,Prod_10,SHP_249,Cust_77,612394,0.01,22,0.59
274,Ord_186,Prod_10,SHP_250,Cust_63,838022,0.0,48,0.72
275,Ord_186,Prod_3,SHP_250,Cust_63,193252,0.05,49,0.38
276,Ord_187,Prod_12,SHP_252,Cust_70,3517,0.03,11,0.37
277,Ord_188,Prod_1,SHP_253,Cust_97,604022,0.05,44,
278,Ord_188,Prod_14,SHP_253,Cust_97,1738765,0.08,35,0.36
279,Ord_189,Prod_12,SHP_255,Cust_97,3452,0.01,45,0.38
280,Ord_189,Prod_3,SHP_255,Cust_97,69159,0.03,17,0.35
281,Ord_190,Prod_4,SHP_256,Cust_85,19550765,0.06,36,0.55
282,Ord_191,Prod_6,SHP_257,Cust_72,21793,0.03,27,0.36
283,Ord_192,Prod_5,SHP_258,Cust_58,25476,0.06,6,0.57
284,Ord_193,Prod_15,SHP_259,Cust_99,680666,0.01,21,0.57
285,Ord_193,Prod_8,SHP_259,Cust_99,16504,0.03,5,0.74
286,Ord_194,Prod_1,SHP_262,Cust_67,78901,0.07,2,0.57
287,Ord_195,Prod_16,SHP_263,Cust_106,11032,0.09,31,0.83
288,Ord_195,Prod_5,SHP_263,Cust_106,9757,0.04,4,0.57
289,Ord_196,Prod_1,SHP_267,Cust_75,214903,0.09,34,0.79
290,Ord_196,Prod_2,SHP_267,Cust_75,32168,0.04,26,0.58
291,Ord_197,Prod_2,SHP_269,Cust_83,36713,0.04,12,0.52
292,Ord_197,Prod_8,SHP_269,Cust_83,17636,0.08,42,0.55
293,Ord_198,Prod_3,SHP_270,Cust_103,40317,0.02,14,0.38
294,Ord_199,Prod_1,SHP_272,Cust_107,45691,0.04,28,0.59
295,Ord_199,Prod_6,SHP_272,Cust_107,8997,0.02,15,0.39
296,Ord_200,Prod_3,SHP_273,Cust_42,24902,0.01,46,0.39
297,Ord_200,Prod_7,SHP_273,Cust_42,7849,0.03,41,0.52
298,Ord_201,Prod_6,SHP_274,Cust_84,4072,0.01,4,0.37
299,Ord_201,Prod_7,SHP_274,Cust_84,1133,0.02,27,0.39
300,Ord_202,Prod_13,SHP_276,Cust_105,2868,0.0,15,0.56
301,Ord_202,Prod_17,SHP_276,Cust_105,121919,0.02,8,0.38
302,Ord_203,Prod_2,SHP_278,Cust_46,354867,0.01,19,0.56
303,Ord_204,Prod_5,SHP_279,Cust_92,17878,0.02,8,0.46
304,Ord_205,Prod_10,SHP_280,Cust_103,604598,0.08,41,0.65
305,Ord_206,Prod_4,SHP_281,Cust_106,56695,0.01,3,0.37
306,Ord_207,Prod_4,SHP_282,Cust_48,1350531,0.01,24,0.56
307,Ord_208,Prod_16,SHP_284,Cust_67,32715,0.04,19,0.56
308,Ord_208,Prod_6,SHP_284,Cust_67,1004,0.06,20,0.36
309,Ord_209,Prod_1,SHP_285,Cust_45,1278,0.07,8,0.57
310,Ord_209,Prod_13,SHP_285,Cust_45,3051,0.09,11,0.58
311,Ord_210,Prod_1,SHP_287,Cust_94,80219,0.08,25,0.58
312,Ord_210,Prod_8,SHP_287,Cust_94,24236,0.08,4,0.05
313,Ord_211,Prod_6,SHP_289,Cust_50,37194,0.05,13,0.38
314,Ord_212,Prod_1,SHP_291,Cust_88,1037722,0.05,47,0.72
315,Ord_212,Prod_3,SHP_291,Cust_88,34943,0.04,31,0.04
316,Ord_213,Prod_16,SHP_294,Cust_49,4289,0.02,5,0.58
317,Ord_213,Prod_6,SHP_294,Cust_49,14066,0.0,14,0.38
318,Ord_213,Prod_8,SHP_294,Cust_49,43893,0.09,48,0.75
319,Ord_214,Prod_17,SHP_297,Cust_82,152515,0.06,31,0.37
320,Ord_215,Prod_12,SHP_299,Cust_108,17276,0.02,26,0.39
321,Ord_215,Prod_4,SHP_299,Cust_108,853162,0.01,50,0.81
322,Ord_216,Prod_3,SHP_300,Cust_83,3565,0.02,6,0.38
323,Ord_217,Prod_17,SHP_301,Cust_71,188802,0.03,18,0.52
324,Ord_217,Prod_2,SHP_301,Cust_71,19986,0.03,49,0.06
325,Ord_217,Prod_9,SHP_301,Cust_71,32269,0.01,27,0.35
326,Ord_218,Prod_14,SHP_303,Cust_56,126162,0.07,19,0.41
327,Ord_218,Prod_3,SHP_303,Cust_56,22062021,0.06,5,0.04
328,Ord_219,Prod_7,SHP_305,Cust_100,14817,0.0,31,0.85
329,Ord_220,Prod_11,SHP_306,Cust_67,599374,0.07,28,0.77
330,Ord_220,Prod_13,SHP_306,Cust_67,21725,0.07,39,0.55
331,Ord_221,Prod_8,SHP_308,Cust_93,36165,0.08,23,0.64
332,Ord_222,Prod_3,SHP_309,Cust_58,103882,0.09,47,0.38
333,Ord_223,Prod_4,SHP_311,Cust_46,8269735,0.01,6,0.55
334,Ord_224,Prod_4,SHP_312,Cust_41,999226,0.02,33,0.39
335,Ord_225,Prod_8,SHP_313,Cust_79,229832,0.06,24,0.05
336,Ord_226,Prod_1,SHP_314,Cust_65,116815,0.04,24,0.83
337,Ord_227,Prod_7,SHP_315,Cust_100,18178,0.02,47,0.39
338,Ord_228,Prod_8,SHP_316,Cust_65,118432,0.09,46,0.75
339,Ord_229,Prod_1,SHP_318,Cust_90,137311,0.01,18,0.81
340,Ord_229,Prod_6,SHP_318,Cust_90,55061,0.08,10,0.36
341,Ord_229,Prod_8,SHP_318,Cust_90,7194,0.01,3,0.65
342,Ord_230,Prod_1,SHP_319,Cust_56,36818,0.07,32,0.58
343,Ord_231,Prod_16,SHP_320,Cust_79,22447,0.08,16,0.56
344,Ord_232,Prod_5,SHP_321,Cust_96,10485,0.07,1,0.72
345,Ord_233,Prod_11,SHP_323,Cust_57,606776,0.06,20,0.76
346,Ord_233,Prod_6,SHP_323,Cust_57,256,0.03,47,0.04
347,Ord_234,Prod_3,SHP_324,Cust_50,1941755,0.03,15,0.35
348,Ord_234,Prod_5,SHP_324,Cust_50,275493,0.06,29,0.67
349,Ord_235,Prod_15,SHP_326,Cust_92,484221,0.03,40,0.74
350,Ord_236,Prod_15,SHP_328,Cust_104,83871,0.01,41,0.57
351,Ord_236,Prod_3,SHP_328,Cust_104,61558,0.04,31,0.37
352,Ord_236,Prod_5,SHP_328,Cust_104,12602,0.09,6,0.49
353,Ord_236,Prod_7,SHP_328,Cust_104,6814,0.0,30,0.52
354,Ord_237,Prod_10,SHP_5097,Cust_106,137214,0.06,10,0.69
